행정동_코드,행정동_한글,자치구명,year,month,위험노출시간,pm25_평균,pm10_평균,온도_평균,습도_평균,열지수_평균,소음_평균,high_temp_risk_비율,low_temp_risk_비율,humidity_risk_비율,noise_risk_비율,병원수,공원면적,금연구역수,환자수_인구보정,위험노출시간_norm,환자수_norm,병원수_norm,공원면적_norm,금연구역수_norm,건강안전도_점수,건강안전도_등급,계절
1123061000,답십리2동,동대문구,2025,10,0.08,7.922644163150492,16.710267229254573,19.222995481705727,74.56470325539073,19.224712987609475,54.6625,0.0,0.0,0.3833333333333333,0.4625,4.0,458663.7,113.0,73805.13077675698,0.0808080808080808,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,79,1,가을
1123061000,답십리2동,동대문구,2025,11,0.2,19.791316526610643,37.83613445378151,12.206769293662925,66.06276775359592,12.206769293662925,53.749226006191954,0.0,0.0897832817337461,0.1919504643962848,0.5077399380804953,4.0,458663.7,113.0,73805.13077675698,0.202020202020202,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,70,2,가을
1123061000,답십리2동,동대문구,2025,12,0.29,19.155615696887686,31.104194857916102,14.62355016006595,54.29202179858743,14.62355016006595,61.67336683417086,0.0,0.0854271356783919,0.1658291457286432,0.8291457286432161,4.0,458663.7,113.0,73805.13077675698,0.292929292929293,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,63,3,겨울
1123071000,회기동,동대문구,2025,1,0.56,27.66124661246613,43.50269541778976,0.9021828103683492,55.04041937031534,0.9021828103683492,43.48431105047749,0.0,0.834924965893588,0.121418826739427,0.0,4.0,458663.7,113.0,73805.13077675698,0.5656565656565657,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,43,5,겨울
1123071000,회기동,동대문구,2025,2,0.36,21.01492537313433,36.95037593984962,0.3644171779141104,50.18558282208589,0.3644171779141104,43.737730061349694,0.0,0.8144171779141104,0.102760736196319,0.0,4.0,458663.7,113.0,73805.13077675698,0.3636363636363636,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,58,4,겨울
1123071000,회기동,동대문구,2025,3,0.58,30.69335142469471,55.18563685636857,9.49801699716714,51.79577011221045,9.49801699716714,44.038243626062325,0.0,0.2294617563739376,0.1487252124645892,0.0,4.0,458663.7,113.0,73805.13077675698,0.5858585858585859,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,42,5,봄
1123071000,회기동,동대문구,2025,4,0.2,21.171107994389903,43.96072931276297,15.142947702060225,54.38889348508405,15.143030969732488,44.20919175911252,0.0,0.0206022187004754,0.161648177496038,0.0,4.0,458663.7,113.0,73805.13077675698,0.202020202020202,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,70,2,봄
1123071000,회기동,동대문구,2025,5,0.2,19.22086720867209,38.00813008130081,19.592018779342723,59.24164472084072,19.61958917235712,44.52112676056338,0.0031298904538341,0.0,0.1205007824726134,0.0187793427230046,4.0,458663.7,113.0,73805.13077675698,0.202020202020202,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,70,2,봄
1123071000,회기동,동대문구,2025,6,0.2,18.87798036465638,34.32678821879383,25.50394736842105,63.0030950864104,26.071222381604137,44.22932330827068,0.0507518796992481,0.0,0.131578947368421,0.0,4.0,458663.7,113.0,73805.13077675698,0.202020202020202,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,70,2,여름
1123071000,회기동,동대문구,2025,7,0.18,14.936974789915965,24.88920056100982,30.34091603053435,64.42949286446947,34.86120941300623,44.21068702290077,0.5374045801526718,0.0,0.0809160305343511,0.0076335877862595,4.0,458663.7,113.0,73805.13077675698,0.1818181818181818,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,71,2,여름
1123071000,회기동,동대문구,2025,8,0.18,13.745810055865922,23.02387640449438,29.56191176470588,69.41319099846396,33.732193323987595,46.14264705882353,0.4411764705882353,0.0,0.163235294117647,0.0147058823529411,4.0,458663.7,113.0,73805.13077675698,0.1818181818181818,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,71,2,여름
1123071000,회기동,동대문구,2025,9,0.08,8.987323943661972,18.44788732394366,24.56726768377254,72.61858529819695,25.15750725484563,46.1747572815534,0.0263522884882108,0.0,0.3217753120665742,0.001386962552011,4.0,458663.7,113.0,73805.13077675698,0.0808080808080808,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,79,1,가을
1123071000,회기동,동대문구,2025,10,0.08,7.922644163150492,16.710267229254573,22.70083333333333,74.28333333333333,22.72128504830598,44.40833333333333,0.0,0.0,0.3333333333333333,0.0,4.0,458663.7,113.0,73805.13077675698,0.0808080808080808,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,79,1,가을
1123071000,회기동,동대문구,2025,11,0.28,19.791316526610643,37.83613445378151,8.851785714285715,64.03889433363949,8.851785714285715,47.61904761904762,0.0,0.1607142857142857,0.0773809523809523,0.0,4.0,458663.7,113.0,73805.13077675698,0.2828282828282829,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,64,3,가을
1123071000,회기동,동대문구,2025,12,0.36,19.155615696887686,31.1041948579161,2.035119047619048,51.99404761904762,2.035119047619048,49.24404761904762,0.0,0.6904761904761905,0.1666666666666666,0.0,4.0,458663.7,113.0,73805.13077675698,0.3636363636363636,0.0476049243772648,0.5555555555555556,0.969529550894622,0.9854042882975976,58,4,겨울
